pathway	description	W1_CLT_1_tags	W1_CLT_2_tags	W1_CLT_3_tags	W1_CLT_4_tags	W1_CLT_5_tags	W1_DSS_1_tags	W1_DSS_2_tags	W1_DSS_3_tags	W1_DSS_4_tags	W1_DSS_5_tags	W1_LbGP_1_tags	W1_LbGP_2_tags	W1_LbGP_3_tags	W1_LbGP_4_tags	W1_LbGP_5_tags	W2_CLT_1_tags	W2_CLT_2_tags	W2_CLT_3_tags	W2_CLT_4_tags	W2_CLT_5_tags	W2_DSS_1_tags	W2_DSS_2_tags	W2_DSS_3_tags	W2_DSS_4_tags	W2_DSS_5_tags	W2_LbGP_1_tags	W2_LbGP_2_tags	W2_LbGP_3_tags	W2_LbGP_4_tags	W2_LbGP_5_tags	W3_CLT_1_tags	W3_CLT_2_tags	W3_CLT_3_tags	W3_CLT_4_tags	W3_CLT_5_tags	W3_DSS_1_tags	W3_DSS_2_tags	W3_DSS_3_tags	W3_DSS_4_tags	W3_DSS_5_tags	W3_LbGP_1_tags	W3_LbGP_2_tags	W3_LbGP_3_tags	W3_LbGP_4_tags	W3_LbGP_5_tags
PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	19728.296000000002	28544.6778	13382.6684	21223.3972	3365.6418	17653.1969	29327.7667	19859.2862	33888.3366	7556.274	21528.2285	16539.8664	33782.0736	26630.0563	33830.7441	28196.8067	20480.3377	28124.2431	36211.8155	30521.4229	25878.5292	28961.3121	32104.6693	30723.6134	15229.6085	16609.1919	17038.1025	16912.9052	9982.0227	16204.9589	9298.968	22442.8834	15594.8823	13272.1953	9063.9571	20718.3409	4916.0109999999995	10869.2643	8090.5987	26038.031000000003	8684.4802	7911.1031	22425.8305	12600.8882	20803.9172
PWY-7221	guanosine ribonucleotides de novo biosynthesis	19044.6284	27016.6855	11639.8993	17510.7122	3106.8554	15593.7032	28540.6742	20804.0126	33264.6228	6897.1416	23325.2093	12091.2964	29467.7112	25618.666	31392.1702	22434.046000000002	19126.8391	17568.3036	28257.8004	19480.626	26451.1353	29982.3844	32851.1705	31396.6825	13688.7972	14042.6965	13654.3989	16219.011	7670.0875	14661.3566	7934.289000000001	19103.0963	11588.7086	12681.9741	7177.8141	24382.8699	4057.0759999999996	9372.1195	5764.124	30872.3058	7225.8225	6858.5135	18109.4183	12506.4216	17583.3181
PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	19728.296000000002	28544.6778	13382.6684	21223.3972	3365.6418	17653.1969	29327.7667	19859.2862	33888.3366	7556.274	21528.2285	16539.8664	33782.0736	26630.0563	33830.7441	28196.8067	20480.3377	28124.2431	36211.8155	30521.4229	25878.5292	28961.3121	32104.6693	30723.6134	15229.6085	16609.1919	17038.1025	16912.9052	9982.0227	16204.9589	9298.968	22442.8834	15594.8823	13272.1953	9063.9571	20718.3409	4916.0109999999995	10869.2643	8090.5987	26038.031000000003	8684.4802	7911.1031	22425.8305	12600.8882	20803.9172
PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	17758.5037	27781.2551	9756.9456	11227.7829	2775.9086	15880.0607	29364.7983	19493.3262	33762.608	5953.2983	21784.7388	11120.8441	29280.011000000002	24369.4914	31066.1811	17124.6147	19525.5252	10089.0881	23268.7324	9791.3872	25316.8284	28512.5026	31615.8667	30316.0169	12312.2615	12196.7566	10138.5356	14809.5801	4731.2004	13797.7176	6643.6083	16917.0919	5619.3915	12399.8455	4613.5816	22602.2277	3078.5552	8667.5711	3745.4904	29178.2081	5179.6072	3743.7872	14614.4041	9254.8358	13999.3542
PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	19646.9236	28373.1351	12496.8726	18971.2267	3282.5727	16883.1756	29523.5519	19914.1331	33914.6572	6965.545	21559.4537	13747.7169	30822.5518	25263.9869	31959.235	24517.7686	20319.4963	21380.8463	30955.382	23248.4025	25749.217999999997	28575.796000000002	31974.6105	30396.0566	13872.8932	14820.1165	14799.9727	15560.677	8514.5408	14799.9259	8527.8364	20540.5392	13164.5741	13219.31	8033.5462	21770.205	4373.6439	10002.0539	6519.4305	28034.9802	7761.0556	7564.4806	20460.9684	12726.7896	18876.7887
PWY-7234	inosine-5'-phosphate biosynthesis III	16813.968	25570.2528	10269.5166	8800.322	2806.8664	12697.6209	19525.6538	6103.3974	22388.1064	3662.3605	16865.7372	7726.0712	17115.3348	16566.5363	17917.6943	17233.8743	18175.6022	9265.3602	24077.1945	9785.8566	8308.9973	14975.6025	11491.5079	15478.0307	8520.2537	11881.7078	10409.4823	12881.1664	4724.7487	12445.0633	7048.4118	17488.9251	5906.3381	11782.5255	3647.4139	15017.014	3211.5922	8551.588	3284.9461	12768.1489	5543.3724	3572.5859	13868.0143	8626.9305	14596.4044
PWY-7237	myo-, chiro- and scillo-inositol degradation	22.5	26.75	31.0	38.0	26.0	444.0	173.5	2727.25	483.25	290.25	543.5	2113.75	6363.0	2294.5	4639.25	30.5	28.75	50.75	23.75	35.25	4709.25	3782.75	4592.25	3581.5	1404.25	144.0	167.0	1668.5	115.25	1240.75	26.5	35.5	63.5	44.5	65.5	60.0	58.0	40.5	82.5	72.25	98.0	61.5	56.25	67.0	105.75
PWY-7242	D-fructuronate degradation	3763.9952	1376.1449	4290.0757	10058.8306	1029.5441	11653.9341	20506.5163	8295.8674	22852.8876	2954.2501	8172.0612	10594.6974	22020.5209	15629.2438	22144.6072	10031.1475	1308.9173	16148.0444	10688.1569	16916.2346	14902.1076	14120.6211	16130.5152	16452.6516	6905.6598	5350.5435	7206.0794	6571.121	5299.7551	4927.7201	2416.203	1452.6218	8743.2302	1770.6270000000002	4942.2857	10514.704	2045.5839999999998	1665.6271	3781.7201	17969.9996	3888.8366	4895.7569	7833.5267	5581.3506	7104.5639
PWY-7254	TCA cycle VII (acetate-producers)	438.246	298.3091	272.5877	428.8612	214.8321	10330.5932	15660.8133	1128.9547	16940.6087	214.8882	3563.9390000000003	5030.0749	7809.8938	7230.3042	9023.8069	195.5657	241.3536	5747.1777	202.9297	3933.7016	431.8284	2306.9207	1381.1967	3593.1635	496.3145	1514.6744	739.1999	489.3088	395.1979	541.5186	22.8309	29.8019	34.8889	35.1309	31.8465	319.3332	84.1038	48.7756	30.7529	144.4358	42.5886	28.811	27.9157	23.9221	20.9547
PWY-7315	dTDP-N-acetylthomosamine biosynthesis	5043.746	842.7036	2977.7141	9854.3859	490.7003	9730.464	13340.4942	12326.1789	15144.8107	3834.2262	5738.5285	6532.1211	7004.175	8166.658	8706.3668	11269.8981	324.5352	14360.5521	11705.7762	14546.206	9762.5153	11354.3733	14294.7363	10645.8931	4992.1542	3822.7159	6031.0358	2494.7857	3916.8231	2634.4189	1584.8106	2301.1605	6440.1348	443.119	3359.998	687.6439999999999	1513.0529999999999	1384.8257	3473.34	637.3584	2598.6758	2194.7141	6480.8313	3625.175	5866.3319
PWY-7323	superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	7076.8516	1420.5758	3450.1327	7058.8186	1034.2608	5988.9201	19512.6918	12019.5929	22307.9389	3235.6447	13170.3495	6563.5022	24265.3997	17195.9538	25498.8914	5214.3254	1820.9898	1793.5127	2462.8061	2133.7691	22358.0913	21985.0145	26012.2764	24760.0654	8173.0879	3470.0486	3984.2281	7048.3701	2931.5908	4544.7542	1955.6029999999998	2815.6111	4421.5035	2734.7345	3475.3308	18412.1212	1392.9061	887.4955	1429.5257	27713.8279	2730.1084	4508.2383	6669.4896	7664.115	5696.399
PWY-7328	superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	5619.2349	414.5848	753.0721	5274.7325	283.5276	7963.0751	15760.037	12513.8583	18025.1524	2857.1723	10248.2059	6852.0312	14547.0341	12735.2281	14488.2832	4780.8081	403.5365	5619.392	1458.6234	3759.848	12954.1649	14970.2669	17751.2717	14747.1268	7043.303000000001	2672.0028	1889.8338	8197.3869	1249.296	6162.3904	408.2818	2174.1291	1015.8297	776.3857	1413.2381	11960.4829	567.8289	431.1278	1028.0915	11653.1097	1037.6716	691.9333	1701.1046	3738.6065	1942.4708
PWY-7392	taxadiene biosynthesis (engineered)	9963.7532	2455.6652	6072.6612	7420.8354	1431.5411	9903.6762	18088.4413	5738.6488	20709.0172	2617.3946	12130.886999999999	7213.6396	13356.1891	13909.8449	15073.8007	12449.4233	5407.565	9883.7302	14908.177	9516.6888	1515.0035	10768.1499	4231.6773	10497.9432	5389.2671	7762.693	7675.4881	7778.1541	3675.9964	6311.6421	4196.6798	9896.5181	4323.9233	3728.2113	1314.4425	9689.4002	2265.0059	3450.2984	1899.537	2797.7648	4013.261	2250.1592	7752.0386	6631.668000000001	9780.6226
PWY-7400	L-arginine biosynthesis IV (archaebacteria)	10415.2157	1967.4848	5433.8212	13682.9705	1122.3042	12033.368	23274.2025	15010.6582	26271.6033	5578.7517	13354.5607	9793.2301	24276.2643	18588.6368	24953.3649	15791.8357	5829.9686	16375.0717	17565.608	17872.8788	20272.7395	20571.1189	24288.8045	23430.9195	10233.751	8923.7535	9037.8083	5649.9636	5745.6245	5056.1393	4331.4117	12366.3709	9198.0173	3211.1544	6201.8389	16823.3431	2513.3364	3724.7149	5343.0852	21200.1081	4278.6699	5504.4078	17055.1877	8061.423000000001	10867.8094
PWY-7456	mannan degradation	1347.8133	495.4609	808.7569	2158.4521	389.4938	4316.5655	13334.7797	8068.5740000000005	15276.7157	1857.2577	8426.4852	5108.9357	18105.4247	12237.6566	18447.2832	930.457	645.0712	750.25	849.0607	1130.8286	15462.9567	14891.4737	17414.1831	16779.9814	5396.6392	2279.3869	1944.6702	5477.5771	1521.5858	3588.3233	630.786	588.482	1607.2759	1114.3825	1882.8525	12442.3968	672.4832	452.3715	881.7314	19429.4109	1302.6355	1175.6676	1813.1104	2256.4709	1953.3123
PWY-7539	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	6165.6889	1450.4938	4516.4943	10344.8033	1089.2881	10449.0373	20316.7404	9859.8104	22912.6877	3830.8264	10218.1084	9037.9572	21100.5402	15368.3079	22026.9908	10833.9012	1611.1416	13523.7805	10523.5667	13762.5848	18033.9694	17718.6664	20996.9164	20404.256999999998	8027.8682	4200.3787	6809.6805	5921.9721	5285.6555	4406.4444	2289.8464	2262.4457	8744.3133	2106.2714	5420.9823	12463.4813	2034.2641	1349.2911	3825.8217	20368.3032	3813.6979	5458.9398	9703.511	6712.5953	7494.0526
PWY-7560	methylerythritol phosphate pathway II	9049.2694	1864.9107	5482.9675	14120.4326	1246.6112	11770.2003	23978.1993	17120.1316	27081.6111	5391.8959	14159.348	10617.4059	25438.2628	19042.5832	26435.11	13951.722	4416.3807	15718.461000000001	13808.6568	16966.9789	23173.3299	23594.9924	28565.5641	25832.0579	10649.9747	7561.7177	8645.8088	7158.7115	5995.1743	5536.3815	3814.4543	8877.3031	9725.9321	3060.085	6496.799	17200.3503	2493.9558	2875.4826	4839.6536	25877.0846	4563.5	6009.6276	14893.0057	8765.186	10101.7223
PWY-7663	gondoate biosynthesis (anaerobic)	19005.0784	27108.6391	11842.9431	16932.7425	3201.8758	18603.4926	35902.4681	24037.8536	41023.4589	7472.1799	24053.7564	16619.6203	40416.2199	30170.6803	40736.8066	22881.9918	19599.0307	19826.9868	29075.3649	20868.0187	33342.5092	35194.4545	40009.5089	37608.291	16013.3494	13504.2758	13824.881000000001	17395.3755	8391.8042	15802.0929	7404.3153	15946.0692	12481.127	12732.6599	8109.0088	24717.2021	4210.667	8738.7681	6448.0132	33178.8364	7371.624	7289.1696	19823.9125	11866.2689	17450.4066
PWY-7664	oleate biosynthesis IV (anaerobic)	679.3095	617.1905	536.8723	755.5976	456.2662	13512.558	19472.9533	12919.0592	21958.8887	1895.97	7116.7657	11823.5268	28723.3714	16836.4142	25944.999	438.6833	554.2208	7488.1747	405.0248	5236.5893	19919.9248	18724.0797	21481.933999999997	19326.6418	7242.6005	2785.4109	1905.5286	8286.2309	1174.414	6659.4337	208.2593	280.1096	472.8602	346.8416	476.19800000000004	781.1905	468.9378	332.9065	576.82	665.9539	689.1814	444.8726	420.2864	482.9975	742.5277
PWY-841	superpathway of purine nucleotides de novo biosynthesis I	17892.2108	26665.6766	10378.5469	13267.2275	2883.6809	15317.1428	27587.3988	19325.7775	31786.6681	6037.717	20613.1589	11477.4824	28694.522	23552.412	30040.3157	18690.3392	18970.7346	12401.0985	24390.8441	12493.1976	25013.4575	27711.9625	31068.936	29332.8064	12326.7375	12518.218	11204.1726	14416.8405	5637.8367	13492.8517	7078.6385	17655.6677	7287.3903	12257.5726	5458.441999999999	21248.9809	3384.1334	8745.1045	4328.9293	27512.4555	5836.522	4780.5844	16028.0718	10468.3757	15135.2182
PWY-922	mevalonate pathway I	2314.5552	1139.532	3414.7833	2260.7589	514.1519999999999	1194.7931	530.2892	686.0871	898.5708	722.3542	1233.4011	757.1110000000001	814.0942	2150.7241	861.4705	6650.7377	1105.2739	1101.3171	10828.9611	1637.9379	102.3462	196.7764	151.7321	277.9201	1481.9577	4484.9609	3934.5419	2983.4602	1221.2266	3339.2341	2673.1495	6973.9454	1273.7177	778.0401	293.8278	570.8627	1168.8017	3300.3941	530.4065	330.8398	2016.5818	586.7026	2472.8302	1849.7455	5306.6911
PWY0-1061	superpathway of L-alanine biosynthesis	7921.0747	1792.5778	4702.3573	13102.8709	954.2953	16335.0386	23921.2994	16029.3318	27025.1199	5026.1477	10425.6841	10168.5719	14396.0077	15037.6055	16871.8876	16067.1359	794.7461	18469.8545	17958.672	18762.7064	12811.9439	15972.4475	18804.3807	15740.9678	6858.0413	6710.768	8824.3084	4132.9617	5232.8679	4519.0488	2422.7342	3519.2489	8186.3676	717.1891	4248.2755	1319.0376	2202.4181	2277.1472	4317.4507	1081.3728	3719.7773	2965.4597	8771.5709	5143.8908	8607.9143
PWY0-1241	ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	3723.0509	229.262	532.9730000000001	3387.9327	159.0698	7246.8916	10483.7454	9669.0646	11674.6979	2117.6283	4664.7251	3225.9017	5988.9266	5818.1	7137.8772	2939.9914	283.0847	3572.0803	1122.714	2395.3207	7863.5885	9164.0978	11776.4273	8775.7073	2362.9109	1183.0351	1176.608	398.93199999999996	383.3201	400.3619	287.9355	1641.7687	325.6792	214.0429	277.3314	427.3827	201.12900000000002	173.7774	180.6452	367.8388	234.2184	488.11	1584.8576	2327.9342	1372.9515
PWY0-1261	anhydromuropeptides recycling	9722.8293	2512.4286	4968.0033	5596.7708	1340.1722	17229.0543	27663.2511	4332.3856	30612.3516	3239.7256	16106.3864	10401.3448	22544.7229	19113.3162	23299.1386	7665.6509	6306.1659	10666.9415	4974.7447	9645.0728	10332.5697	14988.0736	13878.4269	17771.4629	8876.9454	7667.9256	5927.8531	5873.1706	3869.6812	5245.3085	3412.2569	3944.1016	4920.0113	4393.6396	4267.7618	15650.3331	1960.5594	1998.461	2767.0159999999996	16178.124	3056.683	3415.6451	12318.8229	4429.527	8150.3618
PWY0-1296	purine ribonucleosides degradation	10775.1875	23035.2941	8202.6929	9882.3267	2242.9576	10924.2978	14838.1319	3074.8537	16745.1301	2551.1861	9931.3887	7014.066	9354.5701	11037.8436	10451.5141	14744.0197	14452.7835	14151.9794	21067.0141	15535.1014	1051.1301	6266.4598	2505.8317	6272.1738	5068.662	9674.6364	9330.2543	9768.3302	4840.1213	10118.9348	5716.678000000001	13669.0886	7446.581	9647.0514	3408.1646	6768.2765	2664.9521	7515.2445	3493.9923	2169.6644	4755.9114	2918.4739	8310.8835	5496.3816	11496.1559
PWY0-1297	superpathway of purine deoxyribonucleosides degradation	10656.051000000001	22976.3672	7991.6368	8962.7747	2191.0649	10745.7906	14226.2796	2791.3029	16042.9152	2466.9814	9613.2065	6594.6102	8652.8285	10520.4115	9704.8729	14494.0936	14481.1035	13974.7285	20988.2165	15152.4032	912.074	5741.5723	2205.4279	5707.7255	4839.6036	9118.2819	8995.4868	9484.4695	4696.896	9949.5698	5366.7607	13249.1831	7163.3225	9568.0126	3240.0966	6254.0412	2581.2762	7288.842	3448.8467	1891.7417	4557.0061	2557.8692	8197.8112	4920.4890000000005	11002.816
PWY0-1298	superpathway of pyrimidine deoxyribonucleosides degradation	9880.9636	22829.5977	7296.4668	8770.8665	2080.0662	10432.3448	13383.3293	2724.8389	15120.7272	2417.3758	8493.564	6562.1022	7154.428000000001	9608.7393	8317.8991	12783.8025	13952.5952	13813.6802	18240.2282	14867.6154	635.826	4878.9381	1617.4909	4704.0549	4548.3983	8336.6435	8155.541	8747.9706	4608.3221	9345.1131	4957.5796	11863.274	7079.9717	9266.2737	3228.1809	5191.9109	2356.1841	7012.7413	3404.0443	1333.9882	4258.1888	2554.1342	7232.2914	4527.3831	9565.5579
PWY0-1319	CDP-diacylglycerol biosynthesis II	19563.043	27091.6616	11938.2701	17629.9292	3120.6141	17283.0264	29134.0344	18559.238	33051.9487	6919.769	20301.1188	13453.8563	23778.9884	21914.86	25305.0383	23860.4023	20650.4107	22466.9713	30688.0959	23439.5704	21248.6171	23561.3429	26502.418999999998	24680.5511	11587.993999999999	14354.649	14126.1899	14052.7984	8087.1941	13825.482	7987.9871	18038.0005	12240.161	12806.8256	6486.2496	17086.6236	4175.4819	9347.2888	6583.5992	22756.2463	7215.1758	6311.9188	17283.2315	11000.6123	18046.5668
PWY0-1338	polymyxin resistance	180.8745	146.8502	118.7309	181.8938	106.6101	6809.0695	8625.4046	429.7822	9068.8537	90.8487	1511.8611	2685.5686	3302.6158	3310.7769	3880.8758	82.2971	110.6857	3266.8395	86.4904	2093.2767	154.2357	830.0467	483.1929	1333.4955	210.1181	747.1731	328.0491	207.8587	173.2678	236.5253	9.5651	12.4106	14.5785	14.6939	13.3213	123.0882	35.98	20.7266	12.9002	57.2446	17.8739	12.0607	11.6545	9.9127	8.7451
PWY0-1415	superpathway of heme biosynthesis from uroporphyrinogen-III	427.9545	275.9967	263.4401	383.9673	198.5809	8711.1014	12134.3336	833.028	12899.6044	203.2209	3211.3722	4092.2296	6640.0563	5853.0795	7338.1537	191.1719	297.1461	4433.9803	203.1007	3194.3636	416.2717	2032.0041	1269.099	3104.812	483.1998	1480.5389	665.4431	444.3066	367.2252	490.8276	22.7747	29.8551	34.6544	35.395	31.7379	314.7484	81.725	48.47	30.6787	143.1482	42.028	28.6629	27.9349	23.6942	20.9203
PWY0-1479	tRNA processing	4357.6936	544.0697	1508.4717	1845.7133	373.6418	9314.357	14997.0387	2077.9193	16467.9819	1738.6827	7835.304	5338.7249	11953.5014	9289.1614	12421.7618	2969.1457	4177.36	5783.6573	3975.2839	4711.9107	7034.9845	8340.3318	9402.5677	10343.4125	4614.9041	3560.2869	1999.5942	1386.2581	1484.902	1291.0484	1196.0276	4291.2064	1803.4775	1352.7788	2293.3106	7346.7371	666.1003	772.1122	1676.0237	8692.7279	888.9724	1567.5617	7767.8396	1440.9109	2961.1938
PWY0-1533	methylphosphonate degradation I	270.4137	211.0944	168.1961	258.2044	156.4636	9163.8241	12703.465	688.4712	13514.1533	129.5021	2416.3164	3680.4186	5395.0132	5147.5726	6311.9334	116.5242	176.607	3665.8763	119.7743	2371.5452	258.0534	1429.9767	836.6025	2272.9831	300.6862	982.3118	455.224	299.0593	242.0288	335.3224	13.5942	17.7188	20.7126	21.2606	18.9312	191.1076	50.7986	29.1051	18.236	85.8163	25.3837	17.1706	16.5694	14.2147	12.4336
PWY0-1586	peptidoglycan maturation (meso-diaminopimelate containing)	12333.6349	24130.2379	10373.3088	11597.5258	2586.5452	14721.1194	19395.9447	6006.3006	20825.3336	3502.6064	10710.1413	9866.8435	20975.3176	13361.6896	19535.1988	21721.8389	15396.5114	22763.4144	32390.8951	23787.4337	11966.6366	12273.0677	13965.2832	14270.7198	7217.9441	11766.0054	12614.0568	11402.5326	6723.7727	12477.0972	6584.1347	13877.7384	10165.3283	10105.3495	5372.0923	8272.7299	3556.8241	8953.1177	5519.2547	9378.5723	6093.8838	6127.9541	14406.2848	7130.9986	14617.2745
PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	17740.9987	26290.2237	10121.6905	13212.1194	2801.7202	14615.3494	25612.2156	20304.8369	29776.0172	6139.9733	19108.5494	10976.4476	25920.9666	22175.9679	27632.6637	18592.6949	18101.7496	11969.6309	23969.0207	11892.7407	24533.9645	27032.6285	30704.3467	27992.7342	11626.0008	12066.931999999999	10978.5088	13832.7868	5392.2833	13037.5999	6903.1202	17325.0987	6862.3183	11943.4178	5146.5204	18831.2331	3282.3268	8599.8943	4109.4319	25201.0229	5655.1739	4525.7791	14716.0296	10406.8789	14804.4719
PWY0-166	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	15139.2037	24328.0635	8588.0921	10114.4052	2415.3164	13039.0362	21481.9694	12906.9726	24568.9771	4486.5115	16469.0418	8565.6818	20067.7176	17638.9018	21101.5823	14818.9432	17347.0415	9091.6545	20197.0456	9155.4148	16750.0487	19752.9177	21574.2695	20737.1674	9160.771	10893.0597	8835.5421	11250.4953	3852.0155	11129.3739	6138.3571	16276.9801	4742.0457	10848.9547	3670.615	14991.4675	2646.1409999999996	7864.4054	3025.7333	15498.8165	4466.9725	3297.8604	13285.0231	8134.4702	12418.6667
PWY0-781	aspartate superpathway	1484.7881	920.2982	924.0536	1437.5469	584.9199	11559.2873	18595.6767	2236.6045	20433.3341	680.8428	7597.2337	7416.5917	13251.6649	11565.285	14234.3398	703.6726	1019.927	9965.0782	747.2817	8718.6187	1437.0865	5568.9024	3919.8976	7899.2504	1601.2865	4270.5488	2234.1234	1446.5038	1190.968	1563.7886	85.5349	112.4048	129.7028	131.8226	118.20200000000001	1127.5294	289.6759	182.2156	113.9252	530.191	156.2206	106.8922	105.0204	89.3244	78.7726
PWY0-845	superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	5976.3769999999995	752.421	1315.3153	6081.2912	530.7912	12944.7354	23457.4562	11132.8795	26467.0593	3308.5946	12151.8143	8186.7587	21561.9476	16959.917	23013.7111	5046.1427	708.081	5954.3477	1730.4846	4384.0279	16864.4073	18730.6541	20145.1052	20484.8005	6915.3324	3298.0331	3176.829	6538.8136	1648.0882	4391.9732	778.7461	1924.595	1499.4965	1025.4725	1777.0001	13718.8006	750.3879	540.5136	1035.9444	20647.0443	1262.4308	1268.7432	2829.9438	4496.2295	3175.8064
PWY0-862	(5Z)-dodec-5-enoate biosynthesis	584.7542	530.4975	462.6203	650.8912	398.0407	12879.3239	17919.717	11799.2122	20168.3935	1670.0865	6306.2968	11099.4613	26797.0645	15415.4613	23966.0689	376.8172	476.6447	6710.2108	347.6958	4617.7345	18232.6052	17038.1054	19542.3006	17533.6366	6515.4061	2442.9672	1658.7781	7499.8315	1022.153	5997.7475	179.0754	240.5561	406.9669	298.2681	410.6609	671.6097	406.9708	286.6035	498.8606	571.8431	596.9265	384.0305	361.0522	416.0427	639.4857
PWY490-3	nitrate reduction VI (assimilatory)	567.6969	19.495	315.9257	2239.0867	20.962	263.582	140.8494	109.7706	249.7196	11.6213	182.2709	587.2902	614.9058	807.3581	532.3136	691.7346	432.7424	1048.3124	379.1272	2122.9314	10.1243	13.4988	25.1216	9.3745	12.3728	2238.6342	951.6302	36.7302	58.7949	16.1205	1229.5743	5799.1412	279.0138	157.9982	47.1961	26.6189	135.1865	1219.6005	24.3576	26.621	334.3669	329.3826	1113.9446	1189.0499	1349.0561
PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)	15502.8654	25356.2538	9698.4424	14557.7447	2562.2891	16341.6068	25802.824	16345.5488	29462.3393	5298.2657	14590.3063	11227.7263	19427.5172	19058.8836	21950.1543	20052.9716	16896.2173	18068.533	25971.032000000003	19205.3462	16812.6186	20399.2832	23133.1061	20969.3231	8722.187	11592.6325	11644.2891	12005.3358	5931.9629	12162.6977	6680.3606	16509.7443	9013.5683	10956.6619	4343.3326	8837.1334	3264.3756	8493.0505	4622.5387	3986.0664	5674.0732	3690.8974	11323.4017	8463.7152	14449.2566
PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)	15502.8654	25356.2538	9698.4424	14557.7447	2562.2891	16341.6068	25802.824	16345.5488	29462.3393	5298.2657	14590.3063	11227.7263	19427.5172	19058.8836	21950.1543	20052.9716	16896.2173	18068.533	25971.032000000003	19205.3462	16812.6186	20399.2832	23133.1061	20969.3231	8722.187	11592.6325	11644.2891	12005.3358	5931.9629	12162.6977	6680.3606	16509.7443	9013.5683	10956.6619	4343.3326	8837.1334	3264.3756	8493.0505	4622.5387	3986.0664	5674.0732	3690.8974	11323.4017	8463.7152	14449.2566
PWYG-321	mycolate biosynthesis	703.8793	618.81	550.3459	783.8512	457.4969	13707.732	19851.1589	13326.0674	22421.4575	1960.8147	7325.7096	11941.1427	29056.2522	17215.4749	26435.2451	454.9746	558.339	7656.7568	418.7172	5316.3240000000005	20429.1009	19218.3541	22063.6875	19830.878	7414.4942	2849.5726	1953.3593	8443.2548	1201.2983	6686.236	214.9094	290.1732	488.0519	357.52099999999996	492.7334	811.0039999999999	480.1426	340.5852	594.5866	691.6301	707.8108	458.1973	434.9652	500.7875	767.3268
PYRIDNUCSAL-PWY	NAD salvage pathway I	5094.2113	1222.6241	3800.893	9706.5548	786.2569	9901.3073	18590.1356	11832.7524	21204.1212	4020.9637	11013.8031	8666.16	20993.5783	15536.6337	21752.6547	11180.847	4043.8375	13496.7157	12666.2741	14694.1025	18091.8185	18122.0181	21340.4365	20282.4371	8383.2698	5779.3878	6951.7308	6689.3066	4849.758	5272.8761	2253.5788	5349.6744	7739.7097	1712.4422	4772.2964	14157.8168	1944.4157	1942.8233	4090.8257	21891.2368	3489.7154	3191.6349	10783.2447	2411.8949	7067.5739
PYRIDNUCSYN-PWY	NAD biosynthesis I (from aspartate)	7647.5752	2080.0173	4973.5968	12788.8254	1233.6826	10344.8034	18173.0876	15917.3234	20939.0674	4528.9819	10511.4467	8435.8502	19641.2584	15160.5028	20813.4192	12449.271	2079.6572	13589.3517	11700.3093	14623.4864	19488.8252	19803.8442	24041.3567	20949.9114	7959.0876	5956.3108	7522.2022	6348.8678	5138.3679	5138.3944	3321.0061	7300.6546	8529.7318	2662.6843	5110.5094	12296.9264	2118.6401	2793.1402	3772.2812	19904.3424	3983.8581	5233.2293	9730.4751	8129.7983	8457.5078
PYRIDOXSYN-PWY	pyridoxal 5'-phosphate biosynthesis I	4320.5403	525.9178	990.0524	5250.9141	393.8199	10016.4083	19412.625	12697.8812	21950.0594	2696.3213	9162.6835	6590.1857	18799.8996	13941.993	20124.6287	3521.4351	509.9079	4190.9591	1073.502	2996.0522	17551.2382	17640.058	21140.4231	19122.7374	5456.0073	2176.2252	2304.5559	4494.4102	1274.4443	2874.877	574.3585	1164.63	1187.8954	743.3887	1452.1983	11099.5813	558.0253	360.6	708.8810000000001	18788.0423	961.1316	1119.7571	2173.7706	4159.4789	2339.6413
REDCITCYC	TCA cycle VIII (helicobacter)	511.3648	352.7338	319.0334	499.6443	252.0777	11269.8107	18050.3854	1310.642	19519.5867	250.1534	4170.6488	5861.6976	9162.4973	8437.9847	10558.5294	228.0996	284.8392	4978.8817	237.0703	4219.03	503.7128	2687.8335	1610.0151	4190.7123	580.0731	1795.1036	865.6168	572.0448	463.2198	635.2458	26.6551	34.7505	40.7139	41.0218	37.1703	372.8573	98.3814	57.1733	35.9448	168.5326	49.7146	33.617	32.5772	27.9083	24.4507
